Symbol,name,value,variable
gene500,sample3,34,A
gene500,sample4,26,A
gene500,sample5,19,A
gene500,sample6,44,B
gene500,sample7,25,B
gene500,sample8,36,B
gene500,sample9,26,B
gene500,sample10,28,B
gene501,sample1,24,A
gene501,sample2,33,A
gene501,sample3,38,A
gene501,sample4,49,A
gene501,sample5,119,A
gene501,sample6,52,B
gene501,sample7,33,B
gene501,sample8,9,B
gene501,sample9,32,B
gene501,sample10,15,B
gene502,sample1,265,A
gene502,sample2,1060,A
gene502,sample3,294,A
gene502,sample4,557,A
gene502,sample5,235,A
gene502,sample6,626,B
gene502,sample7,490,B
gene502,sample8,571,B
gene502,sample9,1027,B
gene502,sample10,527,B
gene503,sample1,215,A
gene503,sample2,307,A
gene503,sample3,69,A
gene503,sample4,139,A
gene503,sample5,98,A
gene503,sample6,159,B
gene503,sample7,186,B
gene503,sample8,78,B
gene503,sample9,105,B
gene503,sample10,174,B
gene504,sample1,272,A
gene504,sample2,209,A
gene504,sample3,460,A
gene504,sample4,248,A
gene504,sample5,345,A
gene504,sample6,557,B
gene504,sample7,524,B
gene504,sample8,272,B
gene504,sample9,482,B
gene504,sample10,299,B
gene505,sample1,364,A
gene505,sample2,234,A
gene505,sample3,168,A
gene505,sample4,216,A
gene505,sample5,128,A
gene505,sample6,221,B
gene505,sample7,222,B
gene505,sample8,217,B
gene505,sample9,112,B
gene505,sample10,171,B
gene506,sample1,1005,A
gene506,sample2,846,A
gene506,sample3,614,A
gene506,sample4,1016,A
gene506,sample5,841,A
gene506,sample6,623,B
gene506,sample7,829,B
gene506,sample8,964,B
gene506,sample9,871,B
gene506,sample10,919,B
gene507,sample1,425,A
gene507,sample2,186,A
gene507,sample3,554,A
gene507,sample4,246,A
gene507,sample5,245,A
gene507,sample6,279,B
gene507,sample7,427,B
gene507,sample8,309,B
gene507,sample9,396,B
gene507,sample10,435,B
gene508,sample1,52,A
gene508,sample2,162,A
gene508,sample3,78,A
gene508,sample4,46,A
gene508,sample5,95,A
gene508,sample6,116,B
gene508,sample7,64,B
gene508,sample8,114,B
gene508,sample9,130,B
gene508,sample10,88,B
gene509,sample1,1,A
gene509,sample2,17,A
gene509,sample3,47,A
gene509,sample4,30,A
gene509,sample5,18,A
gene509,sample6,22,B
gene509,sample7,7,B
gene509,sample8,22,B
gene509,sample9,17,B
gene509,sample10,11,B
gene510,sample1,0,A
gene510,sample2,0,A
gene510,sample3,0,A
gene510,sample4,0,A
gene510,sample5,4,A
gene510,sample6,0,B
gene510,sample7,3,B
gene510,sample8,0,B
gene510,sample9,0,B
gene510,sample10,0,B
gene511,sample1,6,A
gene511,sample2,3,A
gene511,sample3,3,A
gene511,sample4,12,A
gene511,sample5,4,A
gene511,sample6,8,B
gene511,sample7,9,B
gene511,sample8,10,B
gene511,sample9,3,B
gene511,sample10,0,B
gene512,sample1,247,A
gene512,sample2,101,A
gene512,sample3,155,A
gene512,sample4,151,A
gene512,sample5,208,A
gene512,sample6,259,B
gene512,sample7,110,B
gene512,sample8,162,B
gene512,sample9,203,B
gene512,sample10,128,B
gene513,sample1,173,A
gene513,sample2,205,A
gene513,sample3,269,A
gene513,sample4,208,A
gene513,sample5,389,A
gene513,sample6,212,B
gene513,sample7,148,B
gene513,sample8,252,B
gene513,sample9,219,B
gene513,sample10,192,B
gene514,sample1,65,A
gene514,sample2,75,A
gene514,sample3,74,A
gene514,sample4,81,A
gene514,sample5,50,A
gene514,sample6,82,B
gene514,sample7,92,B
gene514,sample8,89,B
gene514,sample9,83,B
gene514,sample10,105,B
gene515,sample1,39,A
gene515,sample2,7,A
gene515,sample3,32,A
gene515,sample4,53,A
gene515,sample5,23,A
gene515,sample6,29,B
gene515,sample7,28,B
gene515,sample8,36,B
gene515,sample9,32,B
gene515,sample10,21,B
gene516,sample1,7,A
gene516,sample2,5,A
gene516,sample3,1,A
gene516,sample4,6,A
gene516,sample5,4,A
gene516,sample6,1,B
gene516,sample7,1,B
gene516,sample8,0,B
gene516,sample9,4,B
gene516,sample10,1,B
gene517,sample1,23,A
gene517,sample2,10,A
gene517,sample3,1,A
gene517,sample4,1,A
gene517,sample5,7,A
gene517,sample6,21,B
gene517,sample7,5,B
gene517,sample8,14,B
gene517,sample9,5,B
gene517,sample10,2,B
gene518,sample1,2,A
gene518,sample2,10,A
gene518,sample3,0,A
gene518,sample4,0,A
gene518,sample5,5,A
gene518,sample6,5,B
gene518,sample7,0,B
gene518,sample8,9,B
gene518,sample9,2,B
gene518,sample10,5,B
gene519,sample1,5,A
gene519,sample2,1,A
gene519,sample3,2,A
gene519,sample4,1,A
gene519,sample5,0,A
gene519,sample6,9,B
gene519,sample7,4,B
gene519,sample8,0,B
gene519,sample9,0,B
gene519,sample10,1,B
gene520,sample1,315,A
gene520,sample2,118,A
gene520,sample3,330,A
gene520,sample4,203,A
gene520,sample5,369,A
gene520,sample6,133,B
gene520,sample7,313,B
gene520,sample8,357,B
gene520,sample9,228,B
gene520,sample10,167,B
gene521,sample1,150,A
gene521,sample2,141,A
gene521,sample3,105,A
gene521,sample4,45,A
gene521,sample5,131,A
gene521,sample6,98,B
gene521,sample7,98,B
gene521,sample8,174,B
gene521,sample9,71,B
gene521,sample10,207,B
gene522,sample1,432,A
gene522,sample2,246,A
gene522,sample3,316,A
gene522,sample4,483,A
gene522,sample5,473,A
gene522,sample6,377,B
gene522,sample7,251,B
gene522,sample8,324,B
gene522,sample9,318,B
gene522,sample10,179,B
gene523,sample1,75,A
gene523,sample2,106,A
gene523,sample3,214,A
gene523,sample4,301,A
gene523,sample5,111,A
gene523,sample6,226,B
gene523,sample7,91,B
gene523,sample8,160,B
gene523,sample9,164,B
gene523,sample10,167,B
gene524,sample1,0,A
gene524,sample2,2,A
gene524,sample3,0,A
gene524,sample4,5,A
gene524,sample5,0,A
gene524,sample6,1,B
gene524,sample7,7,B
gene524,sample8,2,B
gene524,sample9,2,B
gene524,sample10,0,B
gene525,sample1,161,A
gene525,sample2,159,A
gene525,sample3,207,A
gene525,sample4,219,A
gene525,sample5,248,A
gene525,sample6,148,B
gene525,sample7,120,B
gene525,sample8,126,B
gene525,sample9,248,B
gene525,sample10,111,B
gene526,sample1,12,A
gene526,sample2,9,A
gene526,sample3,23,A
gene526,sample4,10,A
gene526,sample5,13,A
gene526,sample6,17,B
gene526,sample7,32,B
gene526,sample8,30,B
gene526,sample9,35,B
gene526,sample10,14,B
gene527,sample1,8,A
gene527,sample2,7,A
gene527,sample3,19,A
gene527,sample4,9,A
gene527,sample5,14,A
gene527,sample6,6,B
gene527,sample7,27,B
gene527,sample8,14,B
gene527,sample9,37,B
gene527,sample10,14,B
gene528,sample1,0,A
gene528,sample2,0,A
gene528,sample3,1,A
gene528,sample4,3,A
gene528,sample5,14,A
gene528,sample6,20,B
gene528,sample7,4,B
gene528,sample8,1,B
gene528,sample9,0,B
gene528,sample10,0,B
gene529,sample1,401,A
gene529,sample2,301,A
gene529,sample3,180,A
gene529,sample4,291,A
gene529,sample5,491,A
gene529,sample6,485,B
gene529,sample7,413,B
gene529,sample8,628,B
gene529,sample9,345,B
gene529,sample10,462,B
gene530,sample1,264,A
gene530,sample2,99,A
gene530,sample3,189,A
gene530,sample4,114,A
gene530,sample5,96,A
gene530,sample6,120,B
gene530,sample7,149,B
gene530,sample8,66,B
gene530,sample9,228,B
gene530,sample10,108,B
gene531,sample1,360,A
gene531,sample2,539,A
gene531,sample3,454,A
gene531,sample4,332,A
gene531,sample5,419,A
gene531,sample6,414,B
gene531,sample7,341,B
gene531,sample8,613,B
gene531,sample9,321,B
gene531,sample10,453,B
gene532,sample1,2,A
gene532,sample2,2,A
gene532,sample3,0,A
gene532,sample4,10,A
gene532,sample5,5,A
gene532,sample6,3,B
gene532,sample7,4,B
gene532,sample8,2,B
gene532,sample9,7,B
gene532,sample10,2,B
gene533,sample1,2341,A
gene533,sample2,4556,A
gene533,sample3,1291,A
gene533,sample4,1406,A
gene533,sample5,2739,A
gene533,sample6,3005,B
gene533,sample7,3447,B
gene533,sample8,2074,B
gene533,sample9,3729,B
gene533,sample10,2367,B
gene534,sample1,18,A
gene534,sample2,49,A
gene534,sample3,49,A
gene534,sample4,25,A
gene534,sample5,34,A
gene534,sample6,65,B
gene534,sample7,35,B
gene534,sample8,8,B
gene534,sample9,38,B
gene534,sample10,35,B
gene535,sample1,74,A
gene535,sample2,127,A
gene535,sample3,61,A
gene535,sample4,124,A
gene535,sample5,47,A
gene535,sample6,49,B
gene535,sample7,122,B
gene535,sample8,37,B
gene535,sample9,84,B
gene535,sample10,108,B
gene536,sample1,342,A
gene536,sample2,404,A
gene536,sample3,509,A
gene536,sample4,385,A
gene536,sample5,263,A
gene536,sample6,211,B
gene536,sample7,214,B
gene536,sample8,419,B
gene536,sample9,253,B
gene536,sample10,250,B
gene537,sample1,99,A
gene537,sample2,45,A
gene537,sample3,117,A
gene537,sample4,124,A
gene537,sample5,65,A
gene537,sample6,119,B
gene537,sample7,86,B
gene537,sample8,90,B
gene537,sample9,82,B
gene537,sample10,71,B
gene538,sample1,3757,A
gene538,sample2,3139,A
gene538,sample3,2861,A
gene538,sample4,3797,A
gene538,sample5,4930,A
gene538,sample6,3915,B
gene538,sample7,3280,B
gene538,sample8,4740,B
gene538,sample9,4612,B
gene538,sample10,5668,B
gene539,sample1,4,A
gene539,sample2,7,A
gene539,sample3,0,A
gene539,sample4,5,A
gene539,sample5,2,A
gene539,sample6,0,B
gene539,sample7,0,B
gene539,sample8,0,B
gene539,sample9,1,B
gene539,sample10,3,B
gene540,sample1,2124,A
gene540,sample2,2498,A
gene540,sample3,1454,A
gene540,sample4,2215,A
gene540,sample5,1251,A
gene540,sample6,1035,B
gene540,sample7,1281,B
gene540,sample8,1656,B
gene540,sample9,1684,B
gene540,sample10,1745,B
gene541,sample1,160,A
gene541,sample2,252,A
gene541,sample3,125,A
gene541,sample4,196,A
gene541,sample5,178,A
gene541,sample6,174,B
gene541,sample7,247,B
gene541,sample8,111,B
gene541,sample9,100,B
gene541,sample10,152,B
gene542,sample1,2,A
gene542,sample2,0,A
gene542,sample3,0,A
gene542,sample4,8,A
gene542,sample5,5,A
gene542,sample6,5,B
gene542,sample7,5,B
gene542,sample8,0,B
gene542,sample9,3,B
gene542,sample10,1,B
gene543,sample1,5340,A
gene543,sample2,7063,A
gene543,sample3,4035,A
gene543,sample4,10154,A
gene543,sample5,6606,A
gene543,sample6,6125,B
gene543,sample7,8301,B
gene543,sample8,7267,B
gene543,sample9,4147,B
gene543,sample10,8438,B
gene544,sample1,28425,A
gene544,sample2,24324,A
gene544,sample3,63317,A
gene544,sample4,26138,A
gene544,sample5,45322,A
gene544,sample6,40053,B
gene544,sample7,15628,B
gene544,sample8,40618,B
gene544,sample9,37983,B
gene544,sample10,28372,B
gene545,sample1,93,A
gene545,sample2,88,A
gene545,sample3,149,A
gene545,sample4,194,A
gene545,sample5,200,A
gene545,sample6,128,B
gene545,sample7,129,B
gene545,sample8,94,B
gene545,sample9,88,B
gene545,sample10,182,B
gene546,sample1,37,A
gene546,sample2,77,A
gene546,sample3,32,A
gene546,sample4,19,A
gene546,sample5,45,A
gene546,sample6,33,B
gene546,sample7,30,B
gene546,sample8,100,B
gene546,sample9,28,B
gene546,sample10,32,B
gene547,sample1,11,A
gene547,sample2,14,A
gene547,sample3,41,A
gene547,sample4,10,A
gene547,sample5,25,A
gene547,sample6,5,B
gene547,sample7,12,B
gene547,sample8,29,B
gene547,sample9,45,B
gene547,sample10,37,B
gene548,sample1,0,A
gene548,sample2,0,A
gene548,sample3,0,A
gene548,sample4,0,A
gene548,sample5,0,A
gene548,sample6,1,B
gene548,sample7,0,B
gene548,sample8,0,B
gene548,sample9,0,B
gene548,sample10,1,B
gene549,sample1,999,A
gene549,sample2,1180,A
gene549,sample3,947,A
gene549,sample4,665,A
gene549,sample5,710,A
gene549,sample6,898,B
gene549,sample7,1037,B
gene549,sample8,806,B
gene549,sample9,925,B
gene549,sample10,718,B
gene550,sample1,514,A
gene550,sample2,329,A
gene550,sample3,604,A
gene550,sample4,259,A
gene550,sample5,460,A
gene550,sample6,634,B
gene550,sample7,414,B
gene550,sample8,446,B
gene550,sample9,349,B
gene550,sample10,310,B
gene551,sample1,1131,A
gene551,sample2,1119,A
gene551,sample3,1039,A
gene551,sample4,1095,A
gene551,sample5,1005,A
gene551,sample6,2068,B
gene551,sample7,1043,B
gene551,sample8,1294,B
gene551,sample9,924,B
gene551,sample10,1195,B
gene552,sample1,6575,A
gene552,sample2,4097,A
gene552,sample3,11054,A
gene552,sample4,6304,A
gene552,sample5,6924,A
gene552,sample6,9068,B
gene552,sample7,5099,B
gene552,sample8,4795,B
gene552,sample9,10271,B
gene552,sample10,4846,B
gene553,sample1,395,A
gene553,sample2,608,A
gene553,sample3,322,A
gene553,sample4,579,A
gene553,sample5,293,A
gene553,sample6,473,B
gene553,sample7,338,B
gene553,sample8,560,B
gene553,sample9,192,B
gene553,sample10,703,B
gene554,sample1,616,A
gene554,sample2,673,A
gene554,sample3,840,A
gene554,sample4,693,A
gene554,sample5,561,A
gene554,sample6,382,B
gene554,sample7,748,B
gene554,sample8,991,B
gene554,sample9,1044,B
gene554,sample10,503,B
gene555,sample1,55,A
gene555,sample2,33,A
gene555,sample3,18,A
gene555,sample4,18,A
gene555,sample5,43,A
gene555,sample6,15,B
gene555,sample7,22,B
gene555,sample8,20,B
gene555,sample9,26,B
gene555,sample10,19,B
gene556,sample1,131,A
gene556,sample2,115,A
gene556,sample3,220,A
gene556,sample4,215,A
gene556,sample5,300,A
gene556,sample6,166,B
gene556,sample7,168,B
gene556,sample8,298,B
gene556,sample9,90,B
gene556,sample10,81,B
gene557,sample1,45,A
gene557,sample2,31,A
gene557,sample3,19,A
gene557,sample4,32,A
gene557,sample5,42,A
gene557,sample6,7,B
gene557,sample7,13,B
gene557,sample8,20,B
gene557,sample9,50,B
gene557,sample10,61,B
gene558,sample1,1365,A
gene558,sample2,984,A
gene558,sample3,1327,A
gene558,sample4,879,A
gene558,sample5,844,A
gene558,sample6,1134,B
gene558,sample7,1261,B
gene558,sample8,508,B
gene558,sample9,708,B
gene558,sample10,741,B
gene559,sample1,11,A
gene559,sample2,6,A
gene559,sample3,3,A
gene559,sample4,11,A
gene559,sample5,9,A
gene559,sample6,9,B
gene559,sample7,39,B
gene559,sample8,2,B
gene559,sample9,7,B
gene559,sample10,1,B
gene560,sample1,6,A
gene560,sample2,0,A
gene560,sample3,0,A
gene560,sample4,0,A
gene560,sample5,8,A
gene560,sample6,0,B
gene560,sample7,0,B
gene560,sample8,6,B
gene560,sample9,14,B
gene560,sample10,3,B
gene561,sample1,291,A
gene561,sample2,258,A
gene561,sample3,167,A
gene561,sample4,168,A
gene561,sample5,118,A
gene561,sample6,241,B
gene561,sample7,354,B
gene561,sample8,152,B
gene561,sample9,122,B
gene561,sample10,249,B
gene562,sample1,42,A
gene562,sample2,83,A
gene562,sample3,56,A
gene562,sample4,126,A
gene562,sample5,50,A
gene562,sample6,83,B
gene562,sample7,32,B
gene562,sample8,42,B
gene562,sample9,19,B
gene562,sample10,39,B
gene563,sample1,198,A
gene563,sample2,338,A
gene563,sample3,351,A
gene563,sample4,267,A
gene563,sample5,341,A
gene563,sample6,373,B
gene563,sample7,247,B
gene563,sample8,276,B
gene563,sample9,284,B
gene563,sample10,457,B
gene564,sample1,12,A
gene564,sample2,11,A
gene564,sample3,19,A
gene564,sample4,20,A
gene564,sample5,33,A
gene564,sample6,24,B
gene564,sample7,6,B
gene564,sample8,28,B
gene564,sample9,44,B
gene564,sample10,32,B
gene565,sample1,246,A
gene565,sample2,273,A
gene565,sample3,265,A
gene565,sample4,253,A
gene565,sample5,280,A
gene565,sample6,156,B
gene565,sample7,290,B
gene565,sample8,137,B
gene565,sample9,588,B
gene565,sample10,345,B
gene566,sample1,24,A
gene566,sample2,31,A
gene566,sample3,5,A
gene566,sample4,6,A
gene566,sample5,16,A
gene566,sample6,9,B
gene566,sample7,26,B
gene566,sample8,11,B
gene566,sample9,29,B
gene566,sample10,25,B
gene567,sample1,7,A
gene567,sample2,3,A
gene567,sample3,0,A
gene567,sample4,9,A
gene567,sample5,0,A
gene567,sample6,2,B
gene567,sample7,0,B
gene567,sample8,0,B
gene567,sample9,5,B
gene567,sample10,0,B
gene568,sample1,526,A
gene568,sample2,597,A
gene568,sample3,443,A
gene568,sample4,626,A
gene568,sample5,533,A
gene568,sample6,264,B
gene568,sample7,521,B
gene568,sample8,544,B
gene568,sample9,687,B
gene568,sample10,740,B
gene569,sample1,124,A
gene569,sample2,129,A
gene569,sample3,140,A
gene569,sample4,122,A
gene569,sample5,190,A
gene569,sample6,134,B
gene569,sample7,187,B
gene569,sample8,82,B
gene569,sample9,158,B
gene569,sample10,130,B
gene570,sample1,37,A
gene570,sample2,36,A
gene570,sample3,94,A
gene570,sample4,111,A
gene570,sample5,106,A
gene570,sample6,174,B
gene570,sample7,72,B
gene570,sample8,62,B
gene570,sample9,64,B
gene570,sample10,105,B
gene571,sample1,7,A
gene571,sample2,27,A
gene571,sample3,45,A
gene571,sample4,29,A
gene571,sample5,9,A
gene571,sample6,35,B
gene571,sample7,34,B
gene571,sample8,32,B
gene571,sample9,29,B
gene571,sample10,11,B
gene572,sample1,0,A
gene572,sample2,0,A
gene572,sample3,0,A
gene572,sample4,0,A
gene572,sample5,0,A
gene572,sample6,0,B
gene572,sample7,0,B
gene572,sample8,0,B
gene572,sample9,0,B
gene572,sample10,0,B
gene573,sample1,15,A
gene573,sample2,3,A
gene573,sample3,11,A
gene573,sample4,17,A
gene573,sample5,23,A
gene573,sample6,9,B
gene573,sample7,24,B
gene573,sample8,17,B
gene573,sample9,17,B
gene573,sample10,7,B
gene574,sample1,499,A
gene574,sample2,724,A
gene574,sample3,640,A
gene574,sample4,589,A
gene574,sample5,1235,A
gene574,sample6,973,B
gene574,sample7,691,B
gene574,sample8,763,B
gene574,sample9,884,B
gene574,sample10,463,B
gene575,sample1,22,A
gene575,sample2,54,A
gene575,sample3,31,A
gene575,sample4,50,A
gene575,sample5,28,A
gene575,sample6,7,B
gene575,sample7,16,B
gene575,sample8,73,B
gene575,sample9,18,B
gene575,sample10,11,B
gene576,sample1,2236,A
gene576,sample2,1971,A
gene576,sample3,2953,A
gene576,sample4,2909,A
gene576,sample5,2555,A
gene576,sample6,3273,B
gene576,sample7,2902,B
gene576,sample8,2538,B
gene576,sample9,884,B
gene576,sample10,1529,B
gene577,sample1,11,A
gene577,sample2,39,A
gene577,sample3,57,A
gene577,sample4,60,A
gene577,sample5,100,A
gene577,sample6,84,B
gene577,sample7,70,B
gene577,sample8,84,B
gene577,sample9,48,B
gene577,sample10,134,B
gene578,sample1,120,A
gene578,sample2,86,A
gene578,sample3,166,A
gene578,sample4,79,A
gene578,sample5,135,A
gene578,sample6,109,B
gene578,sample7,91,B
gene578,sample8,54,B
gene578,sample9,46,B
gene578,sample10,116,B
gene579,sample1,237,A
gene579,sample2,335,A
gene579,sample3,262,A
gene579,sample4,261,A
gene579,sample5,216,A
gene579,sample6,221,B
gene579,sample7,303,B
gene579,sample8,293,B
gene579,sample9,336,B
gene579,sample10,242,B
gene580,sample1,361,A
gene580,sample2,932,A
gene580,sample3,615,A
gene580,sample4,707,A
gene580,sample5,983,A
gene580,sample6,481,B
gene580,sample7,885,B
gene580,sample8,583,B
gene580,sample9,492,B
gene580,sample10,828,B
gene581,sample1,74,A
gene581,sample2,161,A
gene581,sample3,53,A
gene581,sample4,73,A
gene581,sample5,67,A
gene581,sample6,118,B
gene581,sample7,154,B
gene581,sample8,137,B
gene581,sample9,72,B
gene581,sample10,138,B
gene582,sample1,0,A
gene582,sample2,2,A
gene582,sample3,5,A
gene582,sample4,0,A
gene582,sample5,5,A
gene582,sample6,1,B
gene582,sample7,0,B
gene582,sample8,0,B
gene582,sample9,3,B
gene582,sample10,0,B
gene583,sample1,527,A
gene583,sample2,526,A
gene583,sample3,428,A
gene583,sample4,710,A
gene583,sample5,843,A
gene583,sample6,472,B
gene583,sample7,786,B
gene583,sample8,461,B
gene583,sample9,444,B
gene583,sample10,557,B
gene584,sample1,95,A
gene584,sample2,226,A
gene584,sample3,205,A
gene584,sample4,246,A
gene584,sample5,106,A
gene584,sample6,185,B
gene584,sample7,179,B
gene584,sample8,129,B
gene584,sample9,115,B
gene584,sample10,85,B
gene585,sample1,7777,A
gene585,sample2,5808,A
gene585,sample3,6467,A
gene585,sample4,4729,A
gene585,sample5,5946,A
gene585,sample6,7410,B
gene585,sample7,7087,B
gene585,sample8,4240,B
gene585,sample9,5567,B
gene585,sample10,6264,B
gene586,sample1,77,A
gene586,sample2,56,A
gene586,sample3,34,A
gene586,sample4,64,A
gene586,sample5,81,A
gene586,sample6,83,B
gene586,sample7,25,B
gene586,sample8,68,B
gene586,sample9,57,B
gene586,sample10,26,B
gene587,sample1,47,A
gene587,sample2,37,A
gene587,sample3,59,A
gene587,sample4,57,A
gene587,sample5,79,A
gene587,sample6,43,B
gene587,sample7,62,B
gene587,sample8,36,B
gene587,sample9,65,B
gene587,sample10,29,B
gene588,sample1,1990,A
gene588,sample2,4105,A
gene588,sample3,4381,A
gene588,sample4,4324,A
gene588,sample5,3436,A
gene588,sample6,2630,B
gene588,sample7,3777,B
gene588,sample8,3258,B
gene588,sample9,3989,B
gene588,sample10,2843,B
gene589,sample1,1374,A
gene589,sample2,2284,A
gene589,sample3,1387,A
gene589,sample4,3293,A
gene589,sample5,1888,A
gene589,sample6,2983,B
gene589,sample7,1846,B
gene589,sample8,905,B
gene589,sample9,2916,B
gene589,sample10,1878,B
gene590,sample1,19990,A
gene590,sample2,14350,A
gene590,sample3,11882,A
gene590,sample4,11711,A
gene590,sample5,14867,A
gene590,sample6,7422,B
gene590,sample7,16167,B
gene590,sample8,10348,B
gene590,sample9,4551,B
gene590,sample10,11227,B
gene591,sample1,120,A
gene591,sample2,49,A
gene591,sample3,56,A
gene591,sample4,89,A
gene591,sample5,76,A
gene591,sample6,88,B
gene591,sample7,93,B
gene591,sample8,77,B
gene591,sample9,54,B
gene591,sample10,94,B
gene592,sample1,205,A
gene592,sample2,253,A
gene592,sample3,232,A
gene592,sample4,233,A
gene592,sample5,173,A
gene592,sample6,127,B
gene592,sample7,197,B
gene592,sample8,155,B
gene592,sample9,370,B
gene592,sample10,105,B
gene593,sample1,126,A
gene593,sample2,77,A
gene593,sample3,112,A
gene593,sample4,127,A
gene593,sample5,151,A
gene593,sample6,118,B
gene593,sample7,89,B
gene593,sample8,155,B
gene593,sample9,110,B
gene593,sample10,81,B
gene594,sample1,4329,A
gene594,sample2,2776,A
gene594,sample3,5920,A
gene594,sample4,4348,A
gene594,sample5,3050,A
gene594,sample6,2858,B
gene594,sample7,6324,B
gene594,sample8,4504,B
gene594,sample9,2828,B
gene594,sample10,4488,B
gene595,sample1,47,A
gene595,sample2,39,A
gene595,sample3,45,A
gene595,sample4,24,A
gene595,sample5,14,A
gene595,sample6,30,B
gene595,sample7,40,B
gene595,sample8,52,B
gene595,sample9,9,B
gene595,sample10,22,B
gene596,sample1,21,A
gene596,sample2,17,A
gene596,sample3,41,A
gene596,sample4,24,A
gene596,sample5,45,A
gene596,sample6,33,B
gene596,sample7,9,B
gene596,sample8,21,B
gene596,sample9,34,B
gene596,sample10,92,B
gene597,sample1,495,A
gene597,sample2,407,A
gene597,sample3,669,A
gene597,sample4,201,A
gene597,sample5,339,A
gene597,sample6,317,B
gene597,sample7,589,B
gene597,sample8,418,B
gene597,sample9,530,B
gene597,sample10,277,B
gene598,sample1,8,A
gene598,sample2,11,A
gene598,sample3,10,A
gene598,sample4,4,A
gene598,sample5,11,A
gene598,sample6,8,B
gene598,sample7,22,B
gene598,sample8,36,B
gene598,sample9,24,B
gene598,sample10,28,B
gene599,sample1,106,A
gene599,sample2,100,A
gene599,sample3,145,A
gene599,sample4,79,A
gene599,sample5,139,A
gene599,sample6,102,B
gene599,sample7,64,B
gene599,sample8,103,B
gene599,sample9,99,B
gene599,sample10,98,B
gene600,sample1,14,A
gene600,sample2,27,A
gene600,sample3,15,A
gene600,sample4,26,A
gene600,sample5,60,A
gene600,sample6,35,B
gene600,sample7,45,B
gene600,sample8,30,B
gene600,sample9,17,B
gene600,sample10,51,B
gene601,sample1,220,A
gene601,sample2,129,A
gene601,sample3,111,A
gene601,sample4,140,A
gene601,sample5,69,A
gene601,sample6,135,B
gene601,sample7,89,B
gene601,sample8,184,B
gene601,sample9,118,B
gene601,sample10,105,B
gene602,sample1,162,A
gene602,sample2,145,A
gene602,sample3,277,A
gene602,sample4,142,A
gene602,sample5,122,A
gene602,sample6,153,B
gene602,sample7,188,B
gene602,sample8,250,B
gene602,sample9,137,B
gene602,sample10,153,B
gene603,sample1,58,A
gene603,sample2,70,A
gene603,sample3,57,A
gene603,sample4,46,A
gene603,sample5,29,A
gene603,sample6,49,B
gene603,sample7,65,B
gene603,sample8,34,B
gene603,sample9,68,B
gene603,sample10,9,B
gene604,sample1,7,A
gene604,sample2,2,A
gene604,sample3,5,A
gene604,sample4,12,A
gene604,sample5,4,A
gene604,sample6,7,B
gene604,sample7,0,B
gene604,sample8,1,B
gene604,sample9,2,B
gene604,sample10,18,B
gene605,sample1,161,A
gene605,sample2,198,A
gene605,sample3,276,A
gene605,sample4,207,A
gene605,sample5,143,A
gene605,sample6,217,B
gene605,sample7,104,B
gene605,sample8,141,B
gene605,sample9,111,B
gene605,sample10,164,B
gene606,sample1,316,A
gene606,sample2,356,A
gene606,sample3,189,A
gene606,sample4,222,A
gene606,sample5,149,A
gene606,sample6,332,B
gene606,sample7,371,B
gene606,sample8,230,B
gene606,sample9,229,B
gene606,sample10,365,B
gene607,sample1,11,A
gene607,sample2,60,A
gene607,sample3,10,A
gene607,sample4,17,A
gene607,sample5,11,A
gene607,sample6,43,B
gene607,sample7,25,B
gene607,sample8,6,B
gene607,sample9,25,B
gene607,sample10,37,B
gene608,sample1,3321,A
gene608,sample2,1999,A
gene608,sample3,2655,A
gene608,sample4,3025,A
gene608,sample5,1285,A
gene608,sample6,2239,B
gene608,sample7,2504,B
gene608,sample8,3280,B
gene608,sample9,3195,B
gene608,sample10,2690,B
gene609,sample1,17,A
gene609,sample2,76,A
gene609,sample3,17,A
gene609,sample4,24,A
gene609,sample5,68,A
gene609,sample6,38,B
gene609,sample7,51,B
gene609,sample8,27,B
gene609,sample9,46,B
gene609,sample10,16,B
gene610,sample1,5,A
gene610,sample2,1,A
gene610,sample3,0,A
gene610,sample4,0,A
gene610,sample5,0,A
gene610,sample6,5,B
gene610,sample7,8,B
gene610,sample8,1,B
gene610,sample9,5,B
gene610,sample10,3,B
gene611,sample1,2,A
gene611,sample2,0,A
gene611,sample3,1,A
gene611,sample4,0,A
gene611,sample5,0,A
gene611,sample6,0,B
gene611,sample7,0,B
gene611,sample8,7,B
gene611,sample9,0,B
gene611,sample10,0,B
gene612,sample1,128,A
gene612,sample2,142,A
gene612,sample3,170,A
gene612,sample4,397,A
gene612,sample5,106,A
gene612,sample6,255,B
gene612,sample7,259,B
gene612,sample8,224,B
gene612,sample9,175,B
gene612,sample10,257,B
gene613,sample1,415,A
gene613,sample2,214,A
gene613,sample3,446,A
gene613,sample4,300,A
gene613,sample5,335,A
gene613,sample6,279,B
gene613,sample7,409,B
gene613,sample8,209,B
gene613,sample9,340,B
gene613,sample10,400,B
gene614,sample1,12297,A
gene614,sample2,7756,A
gene614,sample3,10919,A
gene614,sample4,11770,A
gene614,sample5,7123,A
gene614,sample6,11405,B
gene614,sample7,8925,B
gene614,sample8,7424,B
gene614,sample9,11175,B
gene614,sample10,7215,B
gene615,sample1,351,A
gene615,sample2,154,A
gene615,sample3,301,A
gene615,sample4,140,A
